ID,Text,Labels
20102,太 多 伤 和 爱 在我心中 留下 刻骨铭心 记忆 可是 我还 希望 能 和 你 一起,"['Expect', 'Love']"
20103,娟 说 如果 想 和 你 起 过 一辈子 必须 改变 让 成熟 大度 对 你 更 宽容 和 忍耐 否则 即使 再 一百 次 还是 同样 结局,['Expect']
20104,既然如此 爱 你 我愿意 尝试,"['Expect', 'Love']"
20105,一转眼 ２００９年 来到 我的 面前,['Joy']
20106,新年 快乐,['Joy']
20107,很 久 没 写日记 对 别人 说 很 忙 其实 我想 我自己 懒 吧 做 什么 都 没有 恒心 不 能 坚持 下去 三 分钟 热度 最 大 弱点,['Anxiety']
20108,呵呵 已经 习惯,['Joy']
20109,大年初三 办公室 值班 昨天 累 天 请 公公 婆婆 家 子来 我家 吃饭 很 累,['Anxiety']
20110,今天 一个 人 坐 这里 反而 觉得 悠闲 无比,['Joy']
20111,过年 没 什么 比 一个 人 过 更 舒服,['Love']
20112,呵呵,['Joy']
20113,大年三十 和 初一 收到 百 多 条 短信 也 发 一百 多 条 短信 呵呵,['Joy']
20114,脑袋 里 乱 得 一踏 糊涂 新年 伊始 却 没有 一个 全面 打算 想到 工作 就 烦心,['Anxiety']
20115,不 知道 今年 应该 何去何从 走 还是 留 让 左右为难,['Anxiety']
20116,年 前科 里 起 吃饭 起 唱歌 跟 同事 们 起 真 得 很 开心 抛开 一切 不 谈 真得 挺 喜欢 这 群 可爱 同事,"['Love', 'Joy']"
20117,可爱 姐姐 惹 人 怜爱 妹妹 性格 开朗 喜欢 调侃 老大哥,['Love']
20118,呵呵 真 得 很 幸福 你们 在我的 身边,['Joy']
20119,如果 换 地方 是否 还 会 经常 起 呢,['Anxiety']
20120,真 舍不得 你们,['Love']
20121,风风雨雨 起 这么 多年 舍不得 你们,['Love']
20122,怀念 和 姐姐 开心 不 开心 时候 起 去 Ｋ 歌 怀念 做 错事 时候 她 责骂,['Love']
20123,怀念 以前 Ｚ 大哥 刚 来 时 间 那种 单纯 兄妹 情,['Love']
20124,怀念 当我 伤心 时 Ｘ 大哥 拍 着 肩膀 叫 不要 伤心,['Love']
20125,怀念 和 Ｗ 妹妹 起 疯 起 逛 街 脚 抽筋 时光,['Love']
20126,如今 这 一切 是否 还 能 维持 下去 呢,['Anxiety']
20127,我不 知道 真 得 不 知道,['Anxiety']
20128,有些 事情 天 比 天 复杂 不 这种 头脑 简单 人 能 考虑 不 能 解决 就 想 逃避 知道 这样 无能 但 能 怎样 我无 能 为 力,"['Sorrow', 'Anxiety']"
20129,不 想要 成为 一个 不 开心 人 不 想 破坏 现在 美好 回忆 宁愿 不 去 面对 这 一切 分开 也许 会 更 好,"['Expect', 'Joy']"
20130,机会 走 但 我会 想念 你们,"['Expect', 'Love']"
20131,姐姐 仍 我最 好 姐姐 妹妹 仍然 可爱 妹妹 哥哥 也 会 经常 联系 真 舍不得 你们,"['Love', 'Sorrow']"
20132,可爱 你们,['Love']
20133,现在 新年 来 祝愿 我的 朋友 们 新 年 里 心想事成 万事如意,"['Joy', 'Expect']"
20134,祝 我和 姐姐 牛气 冲天,"['Joy', 'Expect']"
20135,哈哈,['Joy']
20136,和 她 已经 走 尽头,['Sorrow']
20137,一个 爱情 里 失败者,['Sorrow']
20138,前 女友 不 身边 时候 出现 意外 于 忍痛割爱 分手 成为 唯一 选择,['Sorrow']
20139,失恋 那段 时间 她 出现,['Joy']
20140,她 陪我 说话 陪 运动 陪 吃饭,['Joy']
20141,很 感谢 她 对 那些 启发 和 关心,"['Joy', 'Love']"
20142,她 男朋友 异地 虽然 出现 很多 不 确定 因素 父母 极力 反对 也不 确定 未来 路 怎么 走 可 她 还是 一直 坚持 过来,['Love']
20143,因为 她 一个 不 喜欢 改变 人,['Joy']
20144,她 很 善良 也 很 能 为 别人 着想,['Love']
20145,后来 相处 段 时间 她 不 为 做 顿 饭 周末 也 起 外面 餐馆 共享 晚餐 偶尔 和 几 朋友 一起,['Joy']
20146,就 这样 开始 觉得 喜欢 上 她,['Love']
20147,但是 现实 情况 不 允许 我有 这样 想法 于 决定 让 时间 来 冲淡 一切,['Sorrow']
20148,可是 偏偏 时间 让 我对 她 喜欢 愈加 明显 喜欢 为 她 做 任何 事情 喜欢 找 各种 理由 约 她 吃饭 喜欢 她 送 生日 礼物 喜欢 她 所 喜欢 事物 只要 她 喜欢 都 巴不得 马上 给 她 买,"['Love', 'Joy']"
20149,而 还是 希望 冷静 毕竟 也曾 第三者 受害者,"['Expect', 'Anxiety']"
20150,于是 强压 心中 对 她 爱,['Anxiety']
20151,寒假 和 几 朋友 起 去 南方 一个 城市 旅游 一路上 对 她 照顾 她 应该 也 能 体会 而 她 也 偶尔 找我 起 玩,"['Love', 'Joy']"
20152,因为 手上 很多 游玩 照片 于是 我就 给 她 做 一个 电子 相册 作为 新年 礼物 想法,"['Love', 'Joy']"
20153,相册 说 出 心中一直以来 想 对 她 说 话 表白 心悸,['Love']
20154,第二 天 她 告诉我 她 前 一天 晚上 整晚 没 睡 希望 继续 做 朋友 因为 她 不 忍心 与 她 男朋友 分手,"['Expect', 'Sorrow']"
20155,即使 起 时 伤心 总是 多余 开心 虽然 也曾 想过 放弃 但是 这么 多年 感情 她 还是 希望 再 坚持,"['Expect', 'Love']"
20156,于是 尊重 她 决定 虽然 狼狈 退出 但 我不 后悔 曾经 决定 因为 喜欢 一个 人 没有 对 错,['Love']
20157,勇敢 去 爱 同样 也 需要 勇敢 去 面对 失败,"['Love', 'Expect']"
20158,爱 她 义无反顾,['Love']
20159,今后 依然 会 默默 地 祝福 她 一生 幸福,"['Love', 'Expect']"
20160,大约 年复一年 缘故 通常 对 季节 变化 不 太 在意 ． 这些 天 不知 为了 什么 开始 对 季节 开始 一些 感觉 可能 也 一些 岁数 原因 吧 ．,"['Sorrow', 'Anxiety']"
20161,许多 人 说 一个 感情 动物 并不 说 大家 都 没有 感情 ． 之所以 说 感情 动物 因为 我对 感情 过于 执著 所以 我也 吃 不少 人情 上 亏 — 太 信任 别人 ．,"['Sorrow', 'Anxiety']"
20162,虽然 对于 人世间 人情世故 开始 淡漠 但 对于 自然界 感情 还是 很 投入 可能 那 对 人 感情 转移 自然界 上 来 因为 自然界 感情 投入 上 不会 伤及 我的 身心 ．,"['Sorrow', 'Anxiety']"
20163,这 晚秋 早晨 大雾 弥漫 空气 使 人们 看 不 清 几 米 情景 比 起 前 几 日 气温 还 稍 低 温度 使 人们 脚步 再也 没有 那 几 日 悠闲 急匆匆 步履 带 起 片片 败叶,"['Sorrow', 'Anxiety']"
20164,这时候 我才 注意 那 枯黄 树叶 早已 开始 凋谢 秋天 就要 过去 寒冬 脚步 越加 近,"['Sorrow', 'Anxiety']"
20165,随 还有 许多 绿叶 尚未 脱落 但 冬季 到来 早已 不 争 事实 那 不过 自以 为 残 叶,"['Sorrow', 'Anxiety', 'Hate']"
20166,看看 那 败落 枯叶 不觉 对 走 来 这些年 一种 深刻 地 反省,"['Sorrow', 'Anxiety']"
20167,那 就 时候 如 那 掉 下 败叶 也 时候 就 像 那 自以 为 残 叶,"['Sorrow', 'Anxiety']"
20168,无论 怎样 就 没有 那 铁树 枝叶 坚强 无论 什么 季节 都 那里 坚守 着 绿色 没有 退意,"['Sorrow', 'Anxiety']"
20169,之所以 前面 说 我对 自然 感情 就 会 经常 因 景 生情 可能 因为 总 故作 斯文 爱 看 一些 古诗词 原因 吧 就 穷酸,"['Sorrow', 'Hate']"
20170,其实 人 和 那 枯黄 落叶 和 那 没有 掉 下 残 叶 一样 待 人 冬季 到来 时 也 会 这么 种 形态 但 最后 结果 都 一样 结果 回归 大地 化作 泥土,"['Sorrow', 'Anxiety']"
20171,人 不 也 这样 吗,"['Sorrow', 'Anxiety']"
20172,为了 生计 奔波 一生 到头来 不 也 和 来到 这 世界 上 时候 一样 赤 条 往来 嘛,"['Sorrow', 'Anxiety']"
20173,所以有 时候 我也在 思索 这个 问题 为什么 人们 没有 看透 这些 问题 呢,"['Sorrow', 'Anxiety']"
20174,其实 不 都 没有 看 出来 只是 像 那 遇到 天敌 鸵鸟 不再 逃窜 总是 把头 扎 进 沙土 之中 只要 看 不 一切 就 不 管 别的,"['Sorrow', 'Anxiety']"
20175,那 遁入空门 高僧 就 看透 人间 与 非 他们 潜心 礼 佛 超度 故人 为 来世 积德,"['Love', 'Joy']"
20176,想来 这也 种 蛮 伟大 选择 也 世事 造 人 原因 吧,"['Sorrow', 'Anxiety']"
20177,所谓 人 随时 事 草 随 风 那 落叶 和 残 叶 那就 随 季节 吧,"['Sorrow', 'Anxiety']"
20178,不知 叶 落 何地 树 蒂 皆 叶 废,"['Sorrow', 'Anxiety']"
20179,猖 虐 狂风 摇撼 着 本 翠绿 大地 大地 美丽 被 死亡 威逼 开始 灰色 沉寂,"['Sorrow', 'Anxiety']"
20180,孤独 宣言 大地 不再 被 阳光 护 佑 残破 伟岸 早已 一曲 逝去 庄严,"['Anxiety', 'Sorrow']"
20181,天地 不再 融合 辉煌 辅助 没有 源泉,"['Sorrow', 'Anxiety']"
20182,孤苦 哀号 变 得 如此 清晰 那 忧郁 表象,"['Sorrow', 'Anxiety']"
20183,残酷 嘲笑 着 那 美丽 软弱 无耻 玩弄 善良 童真,"['Hate', 'Sorrow', 'Anger']"
20184,伪善 成为 君子 贪婪 成为 榜样,"['Hate', 'Anger', 'Sorrow']"
20185,看看 这个 本来 圣洁 大地 为什么 变 得 如此 丑恶,"['Sorrow', 'Hate']"
20186,仿佛 生活 一片 狼藉 还 在为 那 遍地 尸 横 场景 唱 着 大卫 赞歌,"['Sorrow', 'Anxiety']"
20187,已经 成为 堕落 帮凶 成为 他 奴仆,"['Hate', 'Anger', 'Sorrow']"
20188,为了 口 可以 生存 稀粥 用 自尊 为 那些 对 善良 杀戮 磨刀,"['Sorrow', 'Hate']"
20189,撒旦 使者 身上 找到 安逸 快捷 他们 用 软弱 为 他们 制造 一座座 华丽 殿堂,"['Sorrow', 'Hate', 'Anger']"
20190,他们 用 信任 为 聚敛 无数 财富,"['Anger', 'Sorrow', 'Hate']"
20191,他们 用 文雅 作 为了 他们 娱乐 赌博 色子 用 同情心 为 他们 铸造 一个 硕大 城堡,"['Sorrow', 'Anger', 'Hate']"
20192,残暴 没有 使 觉醒 因为 还有 半 碗 没有 吃 完 剩 粥 ； 羞辱 没有 使 反抗 因为 软弱 视为 体面,"['Sorrow', 'Anxiety', 'Hate']"
20193,这 就 一群 魔鬼 欺辱 下 人们,"['Sorrow', 'Hate']"
20194,正是 因为 这样 才 罪恶 张狂 如此 横行,"['Anger', 'Hate', 'Sorrow']"
20195,让 一起 为 早已 死去 灵魂 起 祈祷 吧 为 这些 只 痛苦 嬉戏 人们 祝福 吧,"['Sorrow', 'Expect', 'Anxiety']"
20196,看 呢 人们 本 应 光明 下的 欢乐 却 只 能 黑暗 下 强颜欢笑,"['Anxiety', 'Sorrow']"
20197,可怜 你 没有 觉得 悄悄的 哭泣 却 被 无耻 讥笑,"['Sorrow', 'Hate', 'Anger']"
20198,哀痛 呻吟 早就 成为 罪恶 交响诗,"['Sorrow', 'Anger', 'Hate']"
20199,恐惧 与 狰狞 部 已 成为 现在 时尚,"['Sorrow', 'Anger', 'Anxiety']"
20200,当 大地 震颤 到来 时刻 还 会 醒悟 吗,"['Anxiety', 'Sorrow']"
20201,那 五月 鲜花 是否 会 献礼,"['Anxiety', 'Sorrow']"
20202,会 不 会 坚强 掘开 那 深 埋 真实 让 死去 灵魂 复活,"['Anxiety', 'Sorrow']"
20203,真的 像 伟大 尼采 所 说 得 那样 ： 这 道德 沉睡,"['Anxiety', 'Sorrow']"
20204,当 博客 留言 出现 几 次 说 象 葛 优 说法 以后 我回 道 ： 我跟 葛优 真 那么 象 吗,['Surprise']
20205,这 句 话 很 中性 看 不 出 愿意 还是 不 愿意,['Love']
20206,说 实在话 我自己 也没 搞 明白 想法,['Anxiety']
20207,一直以来 总 信仰 这 世上 每个 人 都 独一无二 存在,"['Love', 'Joy', 'Expect']"
20208,觉得 这样 解释 能 给 好 死 不 如 赖 活 着 苟活 理念 提供 一个 支撑,"['Sorrow', 'Love']"
20209,着 和谐 所 需要 东东,['Love']
20210,这 玩意儿 点 类似 黑格尔 同志 这一个 能 让 你 每天 对 着 镜子 照 遍 仍然 对 独特 充满 好奇,"['Love', 'Joy', 'Expect']"
20211,你 很 特别,"['Love', 'Joy']"
20212,据说 这 句 话 不论 男 同志 泡妞 还是 女 同志 把 弟弟 时 用 起来 效果 都 不错,"['Love', 'Joy']"
20213,所以 对于 有人 说 象 谁 谁 谁 时候 一般 而言 会 不怎么 高兴,"['Hate', 'Anger']"
20214,我也会 感觉 某人 象 某人 时候 但 总是 会 这样 说 ： 某某 长 点 象 你,"['Love', 'Joy']"
20215,这样说 为了 让 对方 找到 种 父 系 感觉 比较 容易 被 接受,"['Joy', 'Expect']"
20216,当然 点 蒙 人 意思 但 处心积虑 善意 显然 昭然 若揭,"['Love', 'Joy']"
20217,由于 这次 说 象 葛优 前面 分析 点够 不 着 这 让 点 拿 不 定 主意,['Anxiety']
20218,绝不 因为 葛优 名人 拿 不 定 主意 这 玩意儿 一直 一个 观点 ： 名人 也好 富人 也罢 你 见 着 千万 别 膝盖 软,"['Anger', 'Hate', 'Anxiety', 'Expect']"
20219,他们 名 和 利 都 他们 跟 你 无关,['Hate']
20220,所谓 无欲则刚 你 又 不图 他们 什么 何必 瞎 摆 出 副 感恩 造型,"['Anger', 'Hate', 'Anxiety']"
20221,听 起来 点 小人 哦 不过 这样 比较 让 人 能 重视 自我 建设 而 不 稀里 糊涂 傻 攀亲,"['Anger', 'Hate']"
20222,其实 葛优 比较 欣赏 男 演员 之一,['Love']
20223,看 过 他 出 演的 很多 电影 总是会 被 他 那 不动声色 幽默 打动,"['Love', 'Joy']"
20224,当然 也 知道 这些 不 全 他 功劳 他 背后 那些 作者 如 王 朔 等 人 就 起 不可或缺 作用,['Love']
20225,不然 就 他 长相 身段 终归是 很 难 与 万众瞩目 亲密 接触,"['Sorrow', 'Anxiety']"
20226,当年 他 父亲 葛 存壮 那 句 马 尾巴 功能 也曾 风靡 过 大江南北 长城 内外,['Love']
20227,但 跟 葛优 比 起来 只 条 马 尾巴 支撑 就 吃亏 很 多,"['Anxiety', 'Sorrow']"
20228,按说 葛 存壮 年代 可以 看到 电影 很 少 一个 演员 也许 只 部 电影 就 可以 名 满 天下 太 容易 现在 演员 贼 羡慕 哦 同一 部 接 部 满 脑子 都 智慧 葛优 比 起来 那 轻松 多,['Joy']
20229,但 辛苦 也 辛苦 好处 葛优 显然 比 他 老子 牛 多,"['Love', 'Joy']"
20230,想 这么 多 还是 没 决定 被 人 认为 象 葛 优 该 高兴 还是 不 该 高兴 这种 不 数学 数学题 不 做 也罢,['Anxiety']
20231,就 知道 不管 你 愿意 还是 不 愿意 人家 觉得 你 象 只 猪 那也 人家 权力,"['Anxiety', 'Anger', 'Hate', 'Sorrow']"
20232,我曾 经 提到 过 这么 件 事 ： 记得 次 熬 过夜 去 美容院 洗头 过程中 好奇 洗头 小妹 突然 问 ： 你好 象是 菜场 卖 肉 吧,"['Surprise', 'Anxiety']"
20233,这话 着实 惊 一下 想 更正 但 很快 把 话 掖 回去,"['Surprise', 'Anxiety']"
20234,想 ： 或许 这样 也 不错 谁,['Joy']
20235,有时候 并不 取决 于 自以为 谁,['Sorrow']
20236,我便 首先 讲 上面 这 故事 然后 说 ： 大多数 人 都 说 那 人 不错 那 就 不 错,['Love']
20237,我的 回答 让 那个 来 考察 干部 干部 忍俊不禁 很 久 以后 见到 我还 止不住 笑,"['Love', 'Joy']"
20238,实在 纳闷 ： 那么 好笑 吗,"['Surprise', 'Anxiety']"
20239,其实 因为 说 象 葛优 使得 这个 问题 思考 当前 意义 不 对 每个 人 都 不 敢 肯定,['Anxiety']
20240,毕竟 还有 不少 靠 自欺欺 人 混饭吃 同志 不 能 一棍子 打 片,"['Hate', 'Anger', 'Anxiety', 'Surprise']"
20241,可以 说 按 认为 样子 以为 谁 人 人群中 一向 不 少数,['Hate']
20242,而且 不少 人 还 就 因为 别人 不 配合 而 苦恼,['Anxiety']
20243,这种 苦恼 积累 多 容易 让 人 偏执 甚至 想 逃离 现实 一个 谁 也 不 认识 地方 玩 重新 开始,"['Anxiety', 'Sorrow']"
20244,但 说 没有 这样 情况 打 死 也 不信,['Anger']
20245,大家 穿着 马甲 来来往往 夸 人 和 被 人 夸 成本 都 比 现实 低,"['Sorrow', 'Hate', 'Anger']"
20246,作为 逃避 现实 温床 实在 点 合适,['Hate']
20247,久而久之 那种 与 现实 世界 脱节 自信 甚至 自 负 便 会 如 蛆 附 骨,"['Hate', 'Anxiety', 'Sorrow']"
20248,对 现实 不满 也 不知不觉 继续 放大 大 最后 便 会 衍生 出 一些 悲 悲壮 壮 玩意儿 来,"['Hate', 'Anxiety']"
20249,也 一些 聪明人 比如说 木子美 芙蓉 姐姐 兰 董 范 跑跑 竹影 青 瞳 周 正龙 这 类 就 比 现实 更 差 评价,['Hate']
20250,那样 可以 最 短 时间 内 成为 名人 没 人 说 过 名人 就 一定 得 大家 都 叫好 人 吧,['Hate']
20251,今天 博文 结束语 不错 ： 找 感觉 不如 奉献 给 别人 送 感觉 来 实惠,['Sorrow']
20252,这 或许 就 娱乐 也 就 互联网 秘密 之一 吧,"['Anxiety', 'Sorrow', 'Hate']"
20253,人 一生 爱 一个 很 重要 感情 但 现代 中国 人 因为 久远 历史 文化 使 对 爱 认识 开始 走向 另 一个 极端 —— 两性,"['Anxiety', 'Sorrow']"
20254,其实 这也 种 悲哀 中国 人 历史 文化 爱 感情 罕见 中国 传统 文化 反对 一切 浓重 感情 色彩 认为 一个 人 任何 情况 下 都 应 保持 理智,"['Sorrow', 'Anxiety', 'Hate']"
20255,可是 当 世界 新 思潮 到达 这片 广袤 土地 上 时候 人们 开始 觉得 无所 事事 开始 迷茫 起来,"['Sorrow', 'Anxiety']"
20256,他们 开始 追 求爱 感情 迸发 开始 无度 释放,"['Anxiety', 'Sorrow', 'Anger']"
20257,甚至 开始 严肃 文学 作品 也 拖入 施放 无度 载体 去 爱 文字 开始 铺天盖地 甚至 走向 糜烂 地步,"['Sorrow', 'Anxiety', 'Hate']"
20258,更 可笑 人们 还 一些 隐私 文字 当成 炫耀 文笔 内容 还 不知廉耻 美其名曰 ： 爱情 小说,"['Sorrow', 'Anger']"
20259,可笑 至极 东西 和 那些 不知 廉耻 少数 所谓 网络 名人 还 大声 地 宣扬 无耻 拿 满篇 色欲 横流 语句 不 通 文字 到处 张扬,"['Hate', 'Anger', 'Sorrow']"
20260,泱泱大国 怎 得 这样 龌龊 文字 流氓 横行 这样 猖獗,"['Sorrow', 'Hate', 'Anger']"
20261,爱 人生 应当 着 它 独特 位置 爱 种 文化 但 不 那种 流氓 文学 文化 ； 爱 种 动力 但 也 不 那些 无耻 之徒 色欲 动力,"['Anger', 'Sorrow', 'Anxiety']"
20262,但是 爱 也 种 危险 敌人 那 就 前面 说 那些 为了 私欲 而 出现 流氓 文化 散播 导致 爱 偏激 甚至 走火 入魔 ； 爱 也 可能 使 导致 失去 动力 而 失去 毕生 事业 有的 甚至 失去 家园,"['Sorrow', 'Anxiety', 'Hate']"
20263,爱 也 婚姻 基础 婚姻 社会 最小 单位,"['Love', 'Joy']"
20264,婚姻 稳定 也 导致 社会 是否 稳定 因素 之一,"['Love', 'Joy']"
20265,如果 任意 那些 色 欲 横流 文字 继续 蔓延 下去 那么 婚姻 也 会 受到 冲击,"['Anxiety', 'Sorrow']"
20266,不 只是 已有 婚姻 包括 年轻人 婚姻观 形成 也 会 受到 挑战,"['Sorrow', 'Anxiety']"
20267,那样 民族 底蕴 就 会 受到 色欲 侵蚀 和 毁灭性 灾难,"['Anxiety', 'Sorrow']"
20268,爱 承认 性的 但 不 胡来 性 乱,"['Hate', 'Anger']"
20269,现代 社会 色 欲 性 狂热 所谓 作家 们 看看 他们 文化 水平 就 知道 是否 可以 称 得 上 作家 你们 观察 一下 你们 读者 群体,"['Sorrow', 'Anxiety', 'Hate']"
20270,伟大 作家 也 很多 人 写作 过 关于 性的 文字 他们 性 写 得 如此 美 但 没有 哪个 作家 会 性 写得 那么 淋漓尽致 他们 作品 模仿 鲁迅 先生 那 句 名言 一段话 就 会 说明 问题 ： 这些 书 那些 字 字 缝 看到 只 字 ： 淫秽,"['Hate', 'Anger', 'Sorrow']"
20271,这可 不 褒扬 如果 这些 人 认为 褒扬 那 真是 无 药 可 治,"['Sorrow', 'Hate', 'Anxiety']"
20272,爱 也好 性 也罢 都 人类 美感 由来,"['Sorrow', 'Anxiety']"
20273,建筑学 上 许多 建筑 就 由 人类 生殖器 启发 而 设计 出来 因为 那 艺术,"['Love', 'Joy']"
20274,艺术 和 淫秽 最 大 区别 就 目的,"['Anxiety', 'Sorrow']"
20275,所以说 爱 人 一生中 一个 重要 位置 上 处理 不 好 会 使 失去 一些,"['Sorrow', 'Anxiety']"
20276,有人 说 生活 似乎 总 这 点 我自己 体会 这 可能 就 人生 特点 或者 使 人 矛盾 面 似乎 只 这样 人 才 能够 一个 时时 提升 因为 不同 对于 事物 会 一个 多 方面 考量 可以 更 好 地 给 一个 空间 这 就 为什么 会 有人 能够 把 问题 看 透彻 所在,"['Love', 'Joy']"
20277,但是 对于 爱情 也 觉得 就 有些 唐突 因为 爱情 一个 很 庄严 事情 不 你 随时随地 得 用 善 变心 态 对待 事情,"['Sorrow', 'Anxiety']"
20278,爱 就要 真实 地 体现 说 爱 就要 坚守 不要 说 我用 这个 来 爱 你 用 那个 来 爱 别人,"['Anger', 'Sorrow', 'Hate']"
20279,那 不 理智 做法 甚至 会 伤害,"['Anxiety', 'Sorrow']"
20280,爱中 双面 角色 一个 很 使 人 痛苦 事情 因为 双面 角色 会 使 你 迷茫 会 使 你 焦虑 会 使 你 走向 一个 虚无 境地,"['Anxiety', 'Sorrow']"
20281,那 真是 种 人 灾难 情感 变迁 随时 会 使 你 走向 一个 不能自拔 情感 围场,"['Sorrow', 'Anxiety']"
20282,爱中 只 父母 爱 可以 多 方面 去 施展 因为 可能 父母 不会 只 把 爱 给 其中 一个 子 女 他 把 所有 爱 分担 各 各 个子 女 除非 自有 一个 子 女 那 就 倾 其 所有,"['Sorrow', 'Anxiety']"
20283,对于 情感 爱 也 就 男女 情感 爱 就 不 可能 多 方面 施展 爱 因为 爱 独占 不 能 独 享 那 就 没有 爱 因为 博爱 不 存在 爱情 之中 也 承受 不 爱情 重,"['Sorrow', 'Anxiety']"
20284,情感 多 重 角色 时 其 根源 更 本 原因 因为 不 能 很 好 地 对待 所 拥有 情感 或者 对 情感 世界 里 你 需要 一些 因素 确实 感到 遗憾 或者 种 极其 不满 情感 表白,"['Sorrow', 'Anxiety']"
20285,人 感情 世界 里 很多 遗憾 这 可能 就 人 特性 造成 因为 人无完人 有缺点 正常 真的 一个 完人 话 敢 说 你 也 不 敢 去 爱 因为 那里 真得 会 使 你 不 完整 变 得 那么 明显 那 自卑 心里 就 会 始终 萦绕 着 你 你 也 会 痛苦 也 会 失落,"['Sorrow', 'Anxiety']"
20286,那么 为什么 人 会 不同 异性 变 得 那么 不 理智 会 变 得 那么 善变 呢,"['Anxiety', 'Sorrow']"
20287,其实 也很 简单 那 因为 人 那个 新鲜感 特点 造成 还有 就 那种 对 精神 填补 渴望,"['Sorrow', 'Anxiety']"
20288,有人 会 说 这个 爱情 真实 那个 爱情 只 种 玩耍 或者 就 就事论事 情感 宣泄 或者 种 她 他 不得不 为 等等,"['Sorrow', 'Anxiety']"
20289,情感 使 你 是否 给 与 那 你 事情 何必 去 说 环境 问题 呢,"['Anger', 'Sorrow']"
20290,你 爱 就 那么 脆弱 连 环境 都 经不起 考验 吗,"['Sorrow', 'Anger']"
20291,真的 遭遇 大风大浪 那 不 就 麻烦 吗,"['Anxiety', 'Sorrow']"
20292,感情 不 变为 人 更 不要 拿 这 来 为 放纵 找到 一个 合理 理由 那 只是 一个 不 成立 理由 一个 感情 世界 怪物 一定 时候 特 就 会 变为 一个 野兽 也许 就 会 使 你 成为 感情 蛮夷,"['Anxiety', 'Hate', 'Anger']"
20293,放下 那个 找回 原 来 好好 生活 用 真实 爱 去 给 一个 真实 情感 世界 那 才 一个 人 一生 追求 目标 那 才 你 走向 博爱 桥梁 因为 不 懂 情感 之爱 人 博爱 也 会 变 得 让 人 不 理解,"['Sorrow', 'Hate']"
20294,也 人 会 说 可能 不 懂得 爱 错 没有人 不 懂得 爱 只是 你 是否 用心,"['Sorrow', 'Anxiety']"
20295,爱 复杂 没错 但 爱 也 简单 只 你 用 真实 面对 你 爱 那 一切 都 会 变 得 轻松 自如 不再 任何 痛苦 那个 使 你 痛苦 另 一个 也会 消失 得 无影无踪,"['Joy', 'Love']"
20296,不 知道 因为 什么 每当 谈及 感情 问题 很多 人 都 说我 一个 年龄 和 情感 世界 不 成 正比 人,"['Anxiety', 'Sorrow']"
20297,说 白 就 情感 上 幼稚 太 多,"['Anxiety', 'Sorrow']"
20298,为什么 会 这么 说 我呢,"['Anxiety', 'Sorrow']"
20299,其实 就 我对 感情 固有 坚持 和 纯真 不 相信 情感 世界 里 会 那么 多 不 纯洁 但是 事实 告诉我 ： 你 错 可是 内心 声音 又 告诉我 ： 你 对,"['Anxiety', 'Sorrow']"
20300,每当 这 时候 我以 无所 适从 不知 应当 如何 地 做 如何 得 面对 如何 地 去 解读 这 很多 人 也 会 迷茫 情感 方程式,"['Anxiety', 'Sorrow']"
20301,情感 几 元 方程式 呢,['Anxiety']
20302,但是 我认为 情 感应 但是 一元 一次 方程式 因为 好 情感 只 一次 但 未必 第一 次 情感 就 那 一元 最后 得 未必 不 就要 看 你 是否 真实 地 你 情感 全部 投入 你 得 对方 是否 全部 情感 全部 得 给 与 那才 次 仅 情感 美好 呢,"['Love', 'Joy']"
20303,什么 成熟 什么 幼稚 没有 一个 定数 只 一个 是否 真实 是否 一个 美好 原则 才 共有,"['Love', 'Joy']"
20304,人们 都 需要 一个 真实 情感 都 需要 一个 美好 情感 世界 人们 都 会 一个 认为 美好 情感 原则 但是 无论 如何 都 要求 去 用心 去 寻求 去 追求 去 努力 营造 那么 真心 追求 真心 付出 这 就 幼稚 吗,"['Anger', 'Anxiety', 'Sorrow']"
20305,现在 人们 都 开始 一些 商业 世俗 搞 情感 世界 来 他们 情感 世界 也 专著 许多 狡诈 欺骗 和 虚无,"['Anger', 'Sorrow', 'Hate']"
20306,他们 这些 叫做 情感 世界 成熟 岂 不知 到头来 也 就 使 这些 成熟 人们 就 会 毫无例外 被 感情 世界 原则 打 得 粉碎 被 大家 统统 给 于 一个 雅号 ： 情感 犹大,"['Sorrow', 'Anger', 'Hate']"
20307,因为 他们 善于 背叛 情感 善于 欺骗 善良 情感 付出者 上帝 威严 不会 轻易 放过 这 县 感情 都 唯利 图 骗子,"['Hate', 'Anger', 'Sorrow']"
20308,所以说 情感 上 不妨 幼稚 一些 真实 一些 用心 一些,"['Love', 'Expect', 'Joy']"
20309,不要 把 感情 伤感 带入 生活 把 情感 杂耍 变为 伤害 情感 屠刀,"['Sorrow', 'Anxiety', 'Hate']"
20310,说 出 那 句 我爱 你 那么 就要 生活 真正 去 爱 真正 去 付出 真正 去 找寻 那 属于 也 属于 你 真心 相爱 人 真实 情感 那样 你 就 不 会 爱 迷茫 游离 也 会 使 永远 爱情 天地 里 找到 一个 你 永恒 情感 华尔兹,"['Love', 'Joy']"
20311,我不 把 情感 幼稚 当作 幼稚 如果 非 说 这 一个 缺点 那么我 就要 说 那些 对 情感 如此 执著 被 世人 传唱 几百 年 情感 智者 那 不 最 大 错误者 了么,"['Anger', 'Sorrow']"
